Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Microsoft Xbox","Games","Owned","Tony Hawk's American Wasteland","United States of America","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","6.43","8.94","22.06","8.94","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tony Hawk's Underground","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","5.36","6.40","15.62","6.40","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Top Spin","United Kingdom","Official","Microsoft Studios","Pam Development","11 May 2025","CIB","2.86","2.93","8.50","2.93","-1.0","?","?","?","",""
"Microsoft Xbox","Controllers","Owned","Xbox Controller S","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","15.90","29.87","89.93","15.90","-1.0","?","?","?","",""
"Microsoft Xbox","Controllers","Owned","Xbox Controller S","United Kingdom","Official","Missing Field","Missing Field","11 May 2025","Loose","15.90","29.87","89.93","15.90","-1.0","?","?","?","",""
"Microsoft Xbox","Systems","Owned","Xbox System","United Kingdom","Official","Microsoft","Microsoft","2 May 2025","Loose","98.87","170.43","374.61","98.87","75.00","?","?","?","",""
"Microsoft Xbox","Games","Wishlist","Spider-Man","United Kingdom","Official","Activision, Capcom","Backbone Entertainment, Treyarch, Digital Eclipse","18 Oct 2025","CIB","6.42","8.98","37.68","8.98","-1.0","1","1","1","",""
"Sony PlayStation 3","Games","Owned","007: Legends","United Kingdom","Official","Activision","Eurocom","2 May 2025","CIB","5.11","7.16","18.40","7.16","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","2014 FIFA World Cup Brazil","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","CIB","4.15","4.72","18.13","4.72","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Assassin's Creed: Brotherhood","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 May 2025","CIB","2.87","3.23","7.86","3.23","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Band Hero","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","CIB","3.19","3.46","5.35","3.46","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Battlefield 3","United Kingdom","Official","Electronic Arts","DiCE","19 Sep 2025","Boxed","2.84","3.52","8.00","2.84","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Battlefield: Bad Company 2","United Kingdom","Official","Electronic Arts","ColdWood Interactive, DiCE","2 May 2025","CIB","2.65","2.86","11.18","2.86","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","BioShock 2","United Kingdom","Official","2K Games","2K Marin","2 May 2025","CIB","1.60","3.37","10.01","3.37","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Bioshock Infinite","United Kingdom","Official","2K Games","Irrational Games","19 Sep 2025","CIB","1.32","3.45","13.08","3.45","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call Of Duty 4: Modern Warfare [Game Of The Year Edition]","United Kingdom","Official","Activision","Infinity Ward","2 May 2025","CIB","3.86","4.56","34.86","4.56","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: Black Ops","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","1.83","2.88","26.60","2.88","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: Black Ops II","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","2.49","3.89","47.32","3.89","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: Black Ops III","United Kingdom","Official","Activision","Beenox Studios","2 May 2025","CIB","4.58","5.87","18.08","5.87","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: Modern Warfare 2","United Kingdom","Official","Activision","Infinity Ward","2 May 2025","CIB","1.71","2.51","39.79","2.51","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: Modern Warfare 3","United Kingdom","Official","Activision","Infinity Ward, Sledgehammer Games","2 May 2025","CIB","1.32","2.49","15.46","2.49","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Call of Duty: World at War","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","3.42","4.08","20.93","4.08","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Dark Souls [Limited Edition]","United Kingdom","Official","Missing Field","Missing Field","5 Aug 2025","CIB+","15.22","16.10","94.78","16.10","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Dark Souls II","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","CIB","6.37","8.53","38.77","8.53","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Dishonored","United Kingdom","Official","Bethesda Softworks","Arkane Studios SA","18 Sep 2025","CIB","3.08","3.26","7.23","3.26","-1.0","?","?","?","",""
"Sony PlayStation 3","Controllers","Owned","Dualshock 3 Controller [Jet Black]","United Kingdom","Official","Sony","Missing Field","3 May 2025","Loose","18.38","52.52","124.46","18.38","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","EA Sports MMA","United Kingdom","Official","EA Sports","EA Tiburon","2 May 2025","CIB","5.13","5.66","13.53","5.66","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Elder Scrolls IV: Oblivion [Game of the Year Edition]","United Kingdom","Official","Ubisoft","Bethesda Softworks","2 May 2025","Boxed","3.26","6.07","14.43","5.69","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","EyeCreate","United Kingdom","Official","Sony Computer Entertainment America","Atari Games","2 May 2025","CIB","2.10","5.09","7.61","5.09","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","F1 2010","United Kingdom","Official","Codemasters","Codemasters Birmingham","2 May 2025","CIB","2.43","4.36","12.31","4.36","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Fallout 3","United Kingdom","Official","Bethesda Softworks","Bethesda Game Studios","2 May 2025","CIB","3.93","5.80","30.58","5.80","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA 09","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","CIB","2.17","2.28","7.10","2.28","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA 11","United Kingdom","Official","Electronic Arts","EA Sports","11 May 2025","CIB","1.52","1.64","6.53","1.64","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA 12","United Kingdom","Official","EA Sports","EA","2 May 2025","CIB","2.02","2.22","6.18","2.22","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA 13","United Kingdom","Official","EA Sports","Electronic Arts","11 May 2025","CIB","1.59","2.26","8.24","2.26","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA 14","United Kingdom","Official","EA Sports","EA Canada","18 Oct 2025","CIB","2.11","3.30","5.35","3.30","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","FIFA Street 3","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","4.24","5.35","29.28","5.35","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Gran Turismo 5","United Kingdom","Official","Sony Computer Entertainment","Polyphony Digital Inc.","2 May 2025","CIB","2.14","2.49","16.00","2.49","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Gran Turismo 5 Prologue","United Kingdom","Official","Sony Computer Entertainment","Missing Field","2 May 2025","CIB","1.18","2.82","14.88","2.82","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Grand Theft Auto: Episodes from Liberty City","United Kingdom","Official","Rockstar Games","Rockstar Games","2 May 2025","CIB","4.97","6.17","49.00","6.17","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Guitar Hero World Tour","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","New","3.30","3.97","7.34","7.34","-1.0","?","1","?","",""
"Sony PlayStation 3","Controllers","Owned","Guitar Hero World Tour [Guitar Kit]","United States of America","Official","Activision","Neversoft Entertainment","3 May 2025","Loose+","74.35","136.89","205.36","74.35","-1.0","?","?","?","+ dongle ",""
"Sony PlayStation 3","Games","Owned","Heavy Rain","United Kingdom","Official","Sony Computer Entertainment","Quantic Dream","18 Sep 2025","Boxed","2.02","3.49","21.10","3.42","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Iron Man","United Kingdom","Official","Sega","Secret Level Inc.","2 May 2025","CIB","7.12","9.40","20.09","9.40","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Killzone 2","United Kingdom","Official","Sony Computer Entertainment","Guerrilla Games","2 May 2025","CIB","2.32","3.51","20.41","3.51","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Killzone 3","United Kingdom","Official","Sony Computer Entertainment Europe","Guerrilla Games","2 May 2025","CIB","4.55","4.79","21.64","4.79","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","L.A. Noire","United Kingdom","Official","Rockstar Games","Team Bondi","2 May 2025","CIB","1.97","2.85","10.18","2.85","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","LittleBigPlanet","United Kingdom","Official","Sony Computer Entertainment Europe","Media Molecule","2 May 2025","CIB","2.42","3.99","13.14","3.99","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","LittleBigPlanet 2","United Kingdom","Official","Sony Computer Entertainment","Media Molecule","2 May 2025","CIB","3.97","4.31","20.86","4.31","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","MotorStorm","United Kingdom","Official","SCEA","Evolution Studios","2 May 2025","CIB","3.40","4.03","24.56","4.03","-1.0","?","?","?","",""
"Sony PlayStation 3","Controllers","Owned","Move Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.54","24.22","38.30","16.54","-1.0","?","?","?","",""
"Sony PlayStation 3","Controllers","Owned","Move Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.54","24.22","38.30","16.54","-1.0","?","?","?","",""
"Sony PlayStation 3","Controllers","Owned","Move Navigation Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","13.33","16.72","30.23","13.33","-1.0","?","?","?","",""
"Sony PlayStation 3","Controllers","Owned","Move Navigation Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","13.33","16.72","30.23","13.33","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","MX vs. ATV Alive","United Kingdom","Official","THQ","THQ Digital Phoenix","18 Sep 2025","CIB","3.54","4.40","10.09","4.40","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","MX vs. ATV Reflex","United States of America","Official","THQ","Rainbow Studios","2 May 2025","CIB","5.32","6.79","16.89","6.79","2.50","?","?","?","",""
"Sony PlayStation 3","Game Accessories","Owned","Playstation 3 Media/Blu-Ray Remote","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","17.03","20.44","35.76","17.03","-1.0","?","?","?","",""
"Sony PlayStation 3","Systems","Owned","PlayStation 3 Slim [Black]","United Kingdom","Official","Sony","Missing Field","2 May 2025","Loose","47.42","169.64","423.57","47.42","-1.0","?","?","?","",""
"Sony PlayStation 3","Game Accessories","Owned","Playstation Eye Camera","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","9.32","?","11.18","9.32","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Racket Sports","United Kingdom","Official","Ubisoft Entertainment","Asobo Studio","2 May 2025","CIB","2.72","3.17","4.56","3.17","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Red Dead Redemption","United Kingdom","Official","Rockstar Games","Rockstar San Diego","2 May 2025","CIB","3.10","4.24","35.35","4.24","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Resident Evil 5","United Kingdom","Official","Capcom","Capcom","19 Sep 2025","CIB","3.67","5.15","16.20","5.15","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Skate 3","United Kingdom","Official","Electronic Arts","EA Black Box","2 May 2025","CIB","7.15","7.68","24.10","7.68","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Sports Champions","United Kingdom","Official","SCEE","Zindagi Games","2 May 2025","CIB","2.71","2.88","4.19","2.88","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Stranglehold","United Kingdom","Official","Midway","Midway","2 May 2025","CIB","4.50","7.55","14.64","7.55","-1.0","?","?","?","",""
